Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2020Q4,,S92000003,d,S92000003,d,All Inpatients,d, ,:,898,2281,2.54008908685969,,595,2376,3.99327731092437,
2021Q1,,S92000003,d,S92000003,d,All Inpatients,d, ,:,736,2211,3.00407608695652,,465,2183,4.69462365591398,
2021Q2,,S92000003,d,S92000003,d,All Inpatients,d, ,:,1487,3250,2.18560860793544,,893,3578,4.006718924972,
2021Q3,p,S92000003,d,S92000003,d,All Inpatients,d, ,:,2235,5883,2.63221476510067,,1368,5600,4.09356725146199,
2021Q1,,SN0811,,SN0811,d,All Inpatients and Day cases,d,1,,30,0,0,,30,0,0,
2021Q1,,SN0811,,SN0811,d,All Inpatients and Day cases,d,2,,11,0,0,,11,0,0,
2021Q1,,SN0811,,SN0811,d,All Inpatients and Day cases,d,3,,18,0,0,,18,0,0,
2021Q1,,SN0811,,SN0811,d,All Inpatients and Day cases,d,4,,10,0,0,,10,0,0,
2021Q1,,SN0811,,SN0811,d,All Inpatients and Day cases,d,5,,20,0,0,,20,0,0,
2021Q1,,SN0811,,G101Z,,All Inpatients and Day cases,d,1,,30,0,0,,30,0,0,
2021Q1,,SN0811,,G101Z,,All Inpatients and Day cases,d,2,,11,0,0,,11,0,0,
2021Q1,,SN0811,,G101Z,,All Inpatients and Day cases,d,3,,18,0,0,,18,0,0,
2021Q1,,SN0811,,G101Z,,All Inpatients and Day cases,d,4,,10,0,0,,10,0,0,
2021Q1,,SN0811,,G101Z,,All Inpatients and Day cases,d,5,,20,0,0,,20,0,0,
2016Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,1949,2894,1.48486403283735,,1341,3273,2.4407158836689,
2016Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,1868,3156,1.68950749464668,,1280,2817,2.20078125,
2017Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,1963,2733,1.39225674987264,,1357,2531,1.86514369933677,
2017Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,1871,2773,1.48209513629075,,1303,2519,1.93323100537222,
2017Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,1895,2766,1.45963060686016,,1311,2395,1.82684973302822,
2017Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,1969,3094,1.57135601828339,,1362,2762,2.02790014684288,
2018Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,1855,2894,1.56010781671159,,1337,2945,2.20269259536275,
2018Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,2004,3036,1.51497005988024,,1413,2651,1.8761500353857,
2018Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,2051,2853,1.39102876645539,,1397,2861,2.04795991410165,
2018Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,2075,2833,1.36530120481928,,1489,2694,1.80926796507723,
2019Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,2266,3105,1.3702559576346,,1604,2590,1.61471321695761,
2019Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,2121,2963,1.3969825553984,,1417,2712,1.91390261115032,
2019Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,2163,3038,1.40453074433657,,1523,2775,1.8220617202889,
2019Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,2292,2916,1.27225130890052,,1636,2598,1.5880195599022,
2020Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,2087,2723,1.30474365117393,,1449,2447,1.68875086266391,
2020Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,943,2156,2.28632025450689,,440,1966,4.46818181818182,
2020Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,1585,2764,1.74384858044164,,975,2422,2.48410256410256,
2020Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,1758,2667,1.51706484641638,,1231,2121,1.7229894394801,
2021Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,2271,3411,1.50198150594452,,1625,2674,1.64553846153846,
2021Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,1,,2259,2983,1.32049579459938,,1623,2515,1.54959950708564,
2021Q3,p,SB0801,,D102H,,All Inpatients and Day cases,d,1,,2731,2951,1.080556572684,,2152,2393,1.11198884758364,
2016Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,1855,2851,1.53692722371968,,1396,2825,2.02363896848138,
2016Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,1709,2788,1.63136337039204,,1275,2732,2.14274509803922,
2017Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,1613,2708,1.67885926844389,,1157,2038,1.76145203111495,
2017Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,1690,2398,1.4189349112426,,1223,2573,2.10384300899428,
2017Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,1853,2621,1.41446303291959,,1366,2397,1.75475841874085,
2017Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,1836,3108,1.69281045751634,,1330,2888,2.17142857142857,
2018Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,1701,2546,1.49676660787772,,1253,2037,1.62569832402235,
2018Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,1869,2532,1.35473515248796,,1365,2358,1.72747252747253,
2018Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,1792,2745,1.53180803571429,,1298,2574,1.98305084745763,
2018Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,1834,2583,1.40839694656489,,1388,2416,1.74063400576369,
2019Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,1762,2335,1.32519863791146,,1292,1957,1.51470588235294,
2019Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,1780,2638,1.48202247191011,,1272,2118,1.66509433962264,
2019Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,1900,2610,1.37368421052632,,1355,2236,1.65018450184502,
2019Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,1887,2636,1.39692633810281,,1373,2444,1.78004369992717,
2020Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,1734,2259,1.30276816608997,,1286,2274,1.76827371695179,
2020Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,714,1726,2.41736694677871,,352,1316,3.73863636363636,
2020Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,1284,3999,3.11448598130841,,790,3490,4.41772151898734,
2020Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,1462,2217,1.51641586867305,,1075,1808,1.68186046511628,
2021Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,1865,2712,1.45415549597855,,1397,2051,1.46814602720115,
2021Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,2,,1856,2659,1.43265086206897,,1382,2632,1.90448625180897,
2021Q3,p,SB0801,,D102H,,All Inpatients and Day cases,d,2,,2190,2702,1.2337899543379,,1747,2540,1.45392100744133,
2016Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1523,2708,1.77806959947472,,1109,2512,2.26510369702435,
2016Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1450,2455,1.69310344827586,,1069,2238,2.09354536950421,
2017Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1497,2339,1.562458249833,,1097,2184,1.99088422971741,
2017Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1480,2228,1.50540540540541,,1073,2176,2.02795899347623,
2017Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1586,2527,1.59331651954603,,1146,2166,1.89005235602094,
2017Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1597,2428,1.52035065748278,,1200,2501,2.08416666666667,
2018Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1547,2446,1.58112475759535,,1103,2328,2.11060743427017,
2018Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1552,2486,1.60180412371134,,1126,2249,1.99733570159858,
2018Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1659,2817,1.69801084990958,,1177,2816,2.39252336448598,
2018Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1760,2898,1.64659090909091,,1368,2217,1.62061403508772,
2019Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1692,2284,1.34988179669031,,1335,2021,1.51385767790262,
2019Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1637,2520,1.53940134392181,,1199,2113,1.76230191826522,
2019Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1753,2795,1.59440958357102,,1289,2698,2.09309542280838,
2019Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1743,2471,1.41767068273092,,1279,2397,1.87412040656763,
2020Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1594,2343,1.46988707653701,,1153,2076,1.80052038161318,
2020Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,738,1833,2.48373983739837,,350,1383,3.95142857142857,
2020Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1035,1765,1.70531400966184,,610,1355,2.22131147540984,
2020Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1345,2672,1.98661710037175,,922,2286,2.47939262472885,
2021Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1562,2254,1.44302176696543,,1141,1920,1.68273444347064,
2021Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1688,2311,1.36907582938389,,1262,2111,1.67274167987322,
2021Q3,p,SB0801,,D102H,,All Inpatients and Day cases,d,3,,1882,2368,1.25823591923486,,1467,1991,1.3571915473756,
2016Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,1286,2188,1.70139968895801,,970,2049,2.11237113402062,
2016Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,1317,2092,1.58845861807137,,988,1894,1.917004048583,
2017Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,1305,1866,1.42988505747126,,984,1787,1.81605691056911,
2017Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,1310,2265,1.72900763358779,,964,1695,1.75829875518672,
2017Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,1339,1951,1.45705750560119,,1062,1971,1.85593220338983,
2017Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,1341,2205,1.64429530201342,,1043,2410,2.31064237775647,
2018Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,1278,2276,1.78090766823161,,986,2123,2.15314401622718,
2018Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,1484,2214,1.49191374663073,,1100,2043,1.85727272727273,
2018Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,1390,2066,1.4863309352518,,1032,1904,1.84496124031008,
2018Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,1342,1980,1.47540983606557,,1044,1883,1.8036398467433,
2019Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,1528,2022,1.32329842931937,,1122,1932,1.72192513368984,
2019Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,1416,1834,1.29519774011299,,1093,1652,1.51143641354071,
2019Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,1434,1758,1.22594142259414,,1124,1706,1.51779359430605,
2019Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,1593,2181,1.36911487758945,,1235,2088,1.69068825910931,
2020Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,1499,1900,1.26751167444963,,1157,1557,1.3457216940363,
2020Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,528,1311,2.48295454545455,,244,700,2.86885245901639,
2020Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,943,1892,2.00636267232238,,582,1249,2.14604810996564,
2020Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,1163,1995,1.71539122957868,,860,1750,2.03488372093023,
2021Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,1261,1818,1.44171292624901,,989,1431,1.4469160768453,
2021Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,4,,1457,2233,1.53260123541524,,1073,1769,1.64864864864865,
2021Q3,p,SB0801,,D102H,,All Inpatients and Day cases,d,4,,1662,1954,1.17569193742479,,1323,1787,1.35071806500378,
2016Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1251,1631,1.30375699440448,,989,1489,1.50556117290192,
2016Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1250,1609,1.2872,,985,1413,1.43451776649746,
2017Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1361,1921,1.41146216017634,,1034,1777,1.71856866537718,
2017Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1357,1879,1.38467207074429,,1051,1875,1.78401522359657,
2017Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1298,1614,1.24345146379045,,1041,1508,1.44860710854947,
2017Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1389,1648,1.18646508279338,,1124,1655,1.47241992882562,
2018Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1483,1945,1.31153068105192,,1159,1911,1.648835202761,
2018Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1496,1861,1.24398395721925,,1176,1770,1.50510204081633,
2018Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1397,1781,1.27487473156764,,1093,1723,1.57639524245197,
2018Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1424,1808,1.26966292134831,,1103,1693,1.53490480507706,
2019Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1502,1594,1.0612516644474,,1214,1490,1.22734761120264,
2019Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1441,1712,1.18806384455239,,1140,1539,1.35,
2019Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1530,1685,1.10130718954248,,1229,1407,1.14483319772172,
2019Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1617,1821,1.12615955473098,,1297,1451,1.11873554356207,
2020Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1507,1590,1.05507631055076,,1171,1481,1.26473099914603,
2020Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,505,1081,2.14059405940594,,253,720,2.84584980237154,
2020Q3,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1044,1468,1.40613026819923,,702,1157,1.64814814814815,
2020Q4,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1122,1599,1.42513368983957,,883,1501,1.69988674971687,
2021Q1,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1427,1482,1.0385423966363,,1126,1179,1.04706927175844,
2021Q2,,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1494,1938,1.29718875502008,,1151,1853,1.60990443092963,
2021Q3,p,SB0801,,D102H,,All Inpatients and Day cases,d,5,,1762,1744,0.989784335981839,,1441,1325,0.919500346981263,
2016Q3,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,46,82,1.78260869565217,,14,71,5.07142857142857,
2016Q4,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,33,139,4.21212121212121,,10,56,5.6,
2017Q1,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,20,77,3.85,,11,127,11.5454545454545,
2017Q2,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,17,33,1.94117647058824,,5,36,7.2,
2017Q3,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,26,46,1.76923076923077,,14,47,3.35714285714286,
2017Q4,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,10,12,1.2,,5,23,4.6,
2018Q1,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,19,47,2.47368421052632,,5,6,1.2,
2018Q2,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,15,145,9.66666666666667,,5,72,14.4,
2018Q3,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,30,69,2.3,,13,94,7.23076923076923,
2018Q4,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,5,10,2,,5,35,7,
2019Q1,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,26,79,3.03846153846154,,10,69,6.9,
2019Q2,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,24,71,2.95833333333333,,11,40,3.63636363636364,
2019Q3,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,26,47,1.80769230769231,,13,84,6.46153846153846,
2019Q4,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,10,130,13,,5,127,25.4,
2020Q1,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,10,14,1.4,,0,5, ,z
2020Q2,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,5,5,1,,0,0, ,z
2020Q3,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,10,36,3.6,,0,0, ,z
2020Q4,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,5,8,1.6,,5,9,1.8,
2021Q1,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,5,11,2.2,,0,0, ,z
2021Q2,,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,15,24,1.6,,5,18,3.6,
2021Q3,p,SB0801,,D102H,,All Inpatients and Day cases,d, ,:,26,59,2.26923076923077,,5,33,6.6,
2016Q3,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,1949,2894,1.48486403283735,,1341,3273,2.4407158836689,
2016Q4,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,1868,3156,1.68950749464668,,1280,2817,2.20078125,
2017Q1,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,1963,2733,1.39225674987264,,1357,2531,1.86514369933677,
2017Q2,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,1871,2773,1.48209513629075,,1303,2519,1.93323100537222,
2017Q3,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,1895,2766,1.45963060686016,,1311,2395,1.82684973302822,
2017Q4,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,1969,3094,1.57135601828339,,1362,2762,2.02790014684288,
2018Q1,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,1855,2894,1.56010781671159,,1337,2945,2.20269259536275,
2018Q2,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,2004,3036,1.51497005988024,,1413,2651,1.8761500353857,
2018Q3,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,2051,2853,1.39102876645539,,1397,2861,2.04795991410165,
2018Q4,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,2075,2833,1.36530120481928,,1489,2694,1.80926796507723,
2019Q1,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,2266,3105,1.3702559576346,,1604,2590,1.61471321695761,
2019Q2,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,2121,2963,1.3969825553984,,1417,2712,1.91390261115032,
2019Q3,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,2163,3038,1.40453074433657,,1523,2775,1.8220617202889,
2019Q4,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,2292,2916,1.27225130890052,,1636,2598,1.5880195599022,
2020Q1,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,2087,2723,1.30474365117393,,1449,2447,1.68875086266391,
2020Q2,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,943,2156,2.28632025450689,,440,1966,4.46818181818182,
2020Q3,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,1585,2764,1.74384858044164,,975,2422,2.48410256410256,
2020Q4,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,1758,2667,1.51706484641638,,1231,2121,1.7229894394801,
2021Q1,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,2271,3411,1.50198150594452,,1625,2674,1.64553846153846,
2021Q2,,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,2259,2983,1.32049579459938,,1623,2515,1.54959950708564,
2021Q3,p,SB0801,,SB0801,d,All Inpatients and Day cases,d,1,,2731,2951,1.080556572684,,2152,2393,1.11198884758364,
2016Q3,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,1855,2851,1.53692722371968,,1396,2825,2.02363896848138,
2016Q4,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,1709,2788,1.63136337039204,,1275,2732,2.14274509803922,
2017Q1,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,1613,2708,1.67885926844389,,1157,2038,1.76145203111495,
2017Q2,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,1690,2398,1.4189349112426,,1223,2573,2.10384300899428,
2017Q3,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,1853,2621,1.41446303291959,,1366,2397,1.75475841874085,
2017Q4,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,1836,3108,1.69281045751634,,1330,2888,2.17142857142857,
2018Q1,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,1701,2546,1.49676660787772,,1253,2037,1.62569832402235,
2018Q2,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,1869,2532,1.35473515248796,,1365,2358,1.72747252747253,
2018Q3,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,1792,2745,1.53180803571429,,1298,2574,1.98305084745763,
2018Q4,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,1834,2583,1.40839694656489,,1388,2416,1.74063400576369,
2019Q1,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,1762,2335,1.32519863791146,,1292,1957,1.51470588235294,
2019Q2,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,1780,2638,1.48202247191011,,1272,2118,1.66509433962264,
2019Q3,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,1900,2610,1.37368421052632,,1355,2236,1.65018450184502,
2019Q4,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,1887,2636,1.39692633810281,,1373,2444,1.78004369992717,
2020Q1,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,1734,2259,1.30276816608997,,1286,2274,1.76827371695179,
2020Q2,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,714,1726,2.41736694677871,,352,1316,3.73863636363636,
2020Q3,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,1284,3999,3.11448598130841,,790,3490,4.41772151898734,
2020Q4,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,1462,2217,1.51641586867305,,1075,1808,1.68186046511628,
2021Q1,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,1865,2712,1.45415549597855,,1397,2051,1.46814602720115,
2021Q2,,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,1856,2659,1.43265086206897,,1382,2632,1.90448625180897,
2021Q3,p,SB0801,,SB0801,d,All Inpatients and Day cases,d,2,,2190,2702,1.2337899543379,,1747,2540,1.45392100744133,
2016Q3,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1523,2708,1.77806959947472,,1109,2512,2.26510369702435,
2016Q4,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1450,2455,1.69310344827586,,1069,2238,2.09354536950421,
2017Q1,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1497,2339,1.562458249833,,1097,2184,1.99088422971741,
2017Q2,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1480,2228,1.50540540540541,,1073,2176,2.02795899347623,
2017Q3,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1586,2527,1.59331651954603,,1146,2166,1.89005235602094,
2017Q4,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1597,2428,1.52035065748278,,1200,2501,2.08416666666667,
2018Q1,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1547,2446,1.58112475759535,,1103,2328,2.11060743427017,
2018Q2,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1552,2486,1.60180412371134,,1126,2249,1.99733570159858,
2018Q3,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1659,2817,1.69801084990958,,1177,2816,2.39252336448598,
2018Q4,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1760,2898,1.64659090909091,,1368,2217,1.62061403508772,
2019Q1,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1692,2284,1.34988179669031,,1335,2021,1.51385767790262,
2019Q2,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1637,2520,1.53940134392181,,1199,2113,1.76230191826522,
2019Q3,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1753,2795,1.59440958357102,,1289,2698,2.09309542280838,
2019Q4,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1743,2471,1.41767068273092,,1279,2397,1.87412040656763,
2020Q1,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1594,2343,1.46988707653701,,1153,2076,1.80052038161318,
2020Q2,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,738,1833,2.48373983739837,,350,1383,3.95142857142857,
2020Q3,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1035,1765,1.70531400966184,,610,1355,2.22131147540984,
2020Q4,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1345,2672,1.98661710037175,,922,2286,2.47939262472885,
2021Q1,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1562,2254,1.44302176696543,,1141,1920,1.68273444347064,
2021Q2,,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1688,2311,1.36907582938389,,1262,2111,1.67274167987322,
2021Q3,p,SB0801,,SB0801,d,All Inpatients and Day cases,d,3,,1882,2368,1.25823591923486,,1467,1991,1.3571915473756,
2016Q3,,SB0801,,SB0801,d,All Inpatients and Day cases,d,4,,1286,2188,1.70139968895801,,970,2049,2.11237113402062,
2016Q4,,SB0801,,SB0801,d,All Inpatients and Day cases,d,4,,1317,2092,1.58845861807137,,988,1894,1.917004048583,
2017Q1,,SB0801,,SB0801,d,All Inpatients and Day cases,d,4,,1305,1866,1.42988505747126,,984,1787,1.81605691056911,
2017Q2,,SB0801,,SB0801,d,All Inpatients and Day cases,d,4,,1310,2265,1.72900763358779,,964,1695,1.75829875518672,
2017Q3,,SB0801,,SB0801,d,All Inpatients and Day cases,d,4,,1339,1951,1.45705750560119,,1062,1971,1.85593220338983,
2017Q4,,SB0801,,SB0801,d,All Inpatients and Day cases,d,4,,1341,2205,1.64429530201342,,1043,2410,2.31064237775647,
2018Q1,,SB0801,,SB0801,d,All Inpatients and Day cases,d,4,,1278,2276,1.78090766823161,,986,2123,2.15314401622718,
2018Q2,,SB0801,,SB0801,d,All Inpatients and Day cases,d,4,,1484,2214,1.49191374663073,,1100,2043,1.85727272727273,
2018Q3,,SB0801,,SB0801,d,All Inpatients and Day cases,d,4,,1390,2066,1.4863309352518,,1032,1904,1.84496124031008,
2018Q4,,SB0801,,SB0801,d,All Inpatients and Day cases,d,4,,1342,1980,1.47540983606557,,1044,1883,1.8036398467433,
2019Q1,,SB0801,,SB0801,d,All Inpatients and Day cases,d,4,,1528,2022,1.32329842931937,,1122,1932,1.72192513368984,
2019Q2,,SB0801,,SB0801,d,All Inpatients and Day cases,d,4,,1416,1834,1.29519774011299,,1093,1652,1.51143641354071,
2019Q3,,SB0801,,SB0801,d,All Inpatients and Day cases,d,4,,1434,1758,1.22594142259414,,1124,1706,1.51779359430605,
