WeekEnding,HB,HBQF,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20200223,S08000022,,1,Planned,,17,15,13.3
20200223,S08000022,,2,Planned,,38,45.5,-16.5
20200223,S08000022,,3,Planned,,67,73.5,-8.8
20200223,S08000022,,4,Planned,,46,45.5,1.1
20200223,S08000022,,5,Planned,,8,9.5,-15.8
20200223,S08000024,,1,Planned,,71,80,-11.2
20200223,S08000024,,2,Planned,,141,137,2.9
20200223,S08000024,,3,Planned,,109,124.5,-12.4
20200223,S08000024,,4,Planned,,115,117,-1.7
20200223,S08000024,,5,Planned,,125,138,-9.4
20200223,S08000028,,3,Planned,,17,16.5,3
20200223,S08000029,,1,Planned,,30,33.5,-10.4
20200223,S08000029,,2,Planned,,39,33,18.2
20200223,S08000029,,3,Planned,,32,30,6.7
20200223,S08000029,,4,Planned,,20,25,-20
20200223,S08000029,,5,Planned,,19,18.5,2.7
20200223,S08000030,,1,Planned,,44,50,-12
20200223,S08000030,,2,Planned,,57,34,67.6
20200223,S08000030,,3,Planned,,61,41,48.8
20200223,S08000030,,4,Planned,,69,54.5,26.6
20200223,S08000030,,5,Planned,,48,56.5,-15
20200223,S08000031,,1,Planned,,472,480,-1.7
20200223,S08000031,,2,Planned,,298,319.5,-6.7
20200223,S08000031,,3,Planned,,222,224.5,-1.1
20200223,S08000031,,4,Planned,,203,204,-0.5
20200223,S08000031,,5,Planned,,186,250,-25.6
20200223,S08000032,,1,Planned,,66,79.5,-17
20200223,S08000032,,2,Planned,,53,73.5,-27.9
20200223,S08000032,,3,Planned,,31,41,-24.4
20200223,S08000032,,4,Planned,,36,41.5,-13.3
20200223,S08000032,,5,Planned,,23,19.5,17.9
20200223,S92000003,d,1,Planned,,792,856.5,-7.5
20200223,S92000003,d,2,Planned,,784,825.5,-5
20200223,S92000003,d,3,Planned,,718,742,-3.2
20200223,S92000003,d,4,Planned,,649,668,-2.8
20200223,S92000003,d,5,Planned,,515,639.5,-19.5
20200301,S08000015,,1,Planned,,33,30.5,8.2
20200301,S08000015,,2,Planned,,18,24,-25
20200301,S08000015,,3,Planned,,22,18,22.2
20200301,S08000015,,4,Planned,,12,9.5,26.3
20200301,S08000015,,5,Planned,,11,11.5,-4.3
20200301,S08000016,,2,Planned,,9,6.5,38.5
20200301,S08000016,,3,Planned,,14,14,0
20200301,S08000016,,4,Planned,,10,8,25
20200301,S08000016,,5,Planned,,5,0.5,900
20200301,S08000017,,2,Planned,,20,20,0
20200301,S08000017,,3,Planned,,29,30.5,-4.9
20200301,S08000017,,4,Planned,,7,11.5,-39.1
20200301,S08000017,,5,Planned,,7,4.5,55.6
20200301,S08000019,,1,Planned,,46,24.5,87.8
20200301,S08000019,,2,Planned,,54,35.5,52.1
20200301,S08000019,,3,Planned,,51,36.5,39.7
20200301,S08000019,,4,Planned,,39,26.5,47.2
20200301,S08000019,,5,Planned,,34,18,88.9
20200301,S08000020,,1,Planned,,19,21,-9.5
20200301,S08000020,,2,Planned,,50,66,-24.2
20200301,S08000020,,3,Planned,,58,88.5,-34.5
20200301,S08000020,,4,Planned,,85,107.5,-20.9
20200301,S08000020,,5,Planned,,70,74.5,-6
20200301,S08000022,,1,Planned,,14,17.5,-20
20200301,S08000022,,2,Planned,,29,40,-27.5
20200301,S08000022,,3,Planned,,66,81,-18.5
20200301,S08000022,,4,Planned,,38,41.5,-8.4
20200301,S08000022,,5,Planned,,8,8,0
20200301,S08000024,,1,Planned,,79,81.5,-3.1
20200301,S08000024,,2,Planned,,124,126.5,-2
20200301,S08000024,,3,Planned,,98,100.5,-2.5
20200301,S08000024,,4,Planned,,106,97.5,8.7
20200301,S08000024,,5,Planned,,151,117.5,28.5
20200301,S08000028,,3,Planned,,12,12,0
20200301,S08000029,,1,Planned,,34,29,17.2
20200301,S08000029,,2,Planned,,35,29.5,18.6
20200301,S08000029,,3,Planned,,20,27,-25.9
20200301,S08000029,,4,Planned,,29,19.5,48.7
20200301,S08000029,,5,Planned,,18,20,-10
20200301,S08000030,,1,Planned,,46,36,27.8
20200301,S08000030,,2,Planned,,39,36,8.3
20200301,S08000030,,3,Planned,,59,39.5,49.4
20200301,S08000030,,4,Planned,,62,61.5,0.8
20200301,S08000030,,5,Planned,,44,44.5,-1.1
20200301,S08000031,,1,Planned,,438,427,2.6
20200301,S08000031,,2,Planned,,260,270.5,-3.9
20200301,S08000031,,3,Planned,,221,196.5,12.5
20200301,S08000031,,4,Planned,,188,196,-4.1
20200301,S08000031,,5,Planned,,207,211,-1.9
20200301,S08000032,,1,Planned,,55,67.5,-18.5
20200301,S08000032,,2,Planned,,63,66.5,-5.3
20200301,S08000032,,3,Planned,,32,44.5,-28.1
20200301,S08000032,,4,Planned,,37,34,8.8
20200301,S08000032,,5,Planned,,12,22.5,-46.7
20200301,S92000003,d,1,Planned,,770,746,3.2
20200301,S92000003,d,2,Planned,,705,725,-2.8
20200301,S92000003,d,3,Planned,,688,692.5,-0.6
20200301,S92000003,d,4,Planned,,616,620,-0.6
20200301,S92000003,d,5,Planned,,567,532.5,6.5
20200308,S08000015,,1,Planned,,30,29.5,1.7
20200308,S08000015,,2,Planned,,18,22,-18.2
20200308,S08000015,,3,Planned,,22,16.5,33.3
20200308,S08000015,,4,Planned,,10,15,-33.3
20200308,S08000015,,5,Planned,,8,10.5,-23.8
20200308,S08000016,,2,Planned,,7,6,16.7
20200308,S08000016,,3,Planned,,11,17,-35.3
20200308,S08000016,,4,Planned,,8,9,-11.1
20200308,S08000017,,1,Planned,,12,8.5,41.2
20200308,S08000017,,2,Planned,,32,26,23.1
20200308,S08000017,,3,Planned,,31,37,-16.2
20200308,S08000017,,4,Planned,,14,9.5,47.4
20200308,S08000017,,5,Planned,,9,8,12.5
20200308,S08000019,,1,Planned,,59,36,63.9
20200308,S08000019,,2,Planned,,74,50,48
20200308,S08000019,,3,Planned,,62,43,44.2
20200308,S08000019,,4,Planned,,57,43.5,31
20200308,S08000019,,5,Planned,,38,30.5,24.6
20200308,S08000020,,1,Planned,,17,31.5,-46
20200308,S08000020,,2,Planned,,49,59.5,-17.6
20200308,S08000020,,3,Planned,,63,91.5,-31.1
20200308,S08000020,,4,Planned,,103,120.5,-14.5
20200308,S08000020,,5,Planned,,72,87.5,-17.7
20200308,S08000022,,1,Planned,,13,24.5,-46.9
20200308,S08000022,,2,Planned,,35,38.5,-9.1
20200308,S08000022,,3,Planned,,49,75,-34.7
20200308,S08000022,,4,Planned,,57,43.5,31
20200308,S08000022,,5,Planned,,8,7,14.3
20200308,S08000024,,1,Planned,,83,77,7.8
20200308,S08000024,,2,Planned,,133,122,9
20200308,S08000024,,3,Planned,,106,122.5,-13.5
20200308,S08000024,,4,Planned,,103,99,4
20200308,S08000024,,5,Planned,,139,123,13
20200308,S08000028,,3,Planned,,13,8.5,52.9
20200308,S08000029,,1,Planned,,28,32.5,-13.8
20200308,S08000029,,2,Planned,,32,26.5,20.8
20200308,S08000029,,3,Planned,,30,22.5,33.3
20200308,S08000029,,4,Planned,,20,21,-4.8
20200308,S08000029,,5,Planned,,18,21,-14.3
20200308,S08000030,,1,Planned,,34,58,-41.4
20200308,S08000030,,2,Planned,,52,45,15.6
20200308,S08000030,,3,Planned,,47,53,-11.3
20200308,S08000030,,4,Planned,,70,64,9.4
20200308,S08000030,,5,Planned,,40,54,-25.9
20200308,S08000031,,1,Planned,,434,526,-17.5
20200308,S08000031,,2,Planned,,264,299.5,-11.9
20200308,S08000031,,3,Planned,,218,217,0.5
20200308,S08000031,,4,Planned,,172,192,-10.4
20200308,S08000031,,5,Planned,,199,233.5,-14.8
20200308,S08000032,,1,Planned,,76,73,4.1
20200308,S08000032,,2,Planned,,54,65.5,-17.6
20200308,S08000032,,3,Planned,,36,51,-29.4
20200308,S08000032,,4,Planned,,28,38.5,-27.3
20200308,S08000032,,5,Planned,,28,30,-6.7
20200308,S92000003,d,1,Planned,,790,900.5,-12.3
20200308,S92000003,d,2,Planned,,754,766,-1.6
20200308,S92000003,d,3,Planned,,691,757.5,-8.8
20200308,S92000003,d,4,Planned,,648,660,-1.8
20200308,S92000003,d,5,Planned,,561,607.5,-7.7
20200315,S08000015,,1,Planned,,30,32,-6.2
20200315,S08000015,,2,Planned,,24,18.5,29.7
20200315,S08000015,,3,Planned,,14,17.5,-20
20200315,S08000015,,4,Planned,,15,12,25
20200315,S08000015,,5,Planned,,10,15.5,-35.5
20200315,S08000016,,2,Planned,,7,10.5,-33.3
20200315,S08000016,,3,Planned,,15,10.5,42.9
20200315,S08000016,,4,Planned,,16,14.5,10.3
20200315,S08000017,,1,Planned,,11,11.5,-4.3
20200315,S08000017,,2,Planned,,25,28,-10.7
20200315,S08000017,,3,Planned,,37,37,0
20200315,S08000017,,4,Planned,,23,12.5,84
20200315,S08000017,,5,Planned,,5,6,-16.7
20200315,S08000019,,1,Planned,,32,36,-11.1
20200315,S08000019,,2,Planned,,41,36,13.9
20200315,S08000019,,3,Planned,,36,45,-20
20200315,S08000019,,4,Planned,,27,30,-10
20200315,S08000019,,5,Planned,,23,19,21.1
20200315,S08000020,,1,Planned,,17,24,-29.2
20200315,S08000020,,2,Planned,,43,70,-38.6
20200315,S08000020,,3,Planned,,59,86.5,-31.8
20200315,S08000020,,4,Planned,,96,105,-8.6
20200315,S08000020,,5,Planned,,69,80.5,-14.3
20200315,S08000022,,1,Planned,,11,22.5,-51.1
20200315,S08000022,,2,Planned,,29,45,-35.6
20200315,S08000022,,3,Planned,,53,96.5,-45.1
20200315,S08000022,,4,Planned,,29,56,-48.2
20200315,S08000022,,5,Planned,,9,11,-18.2
20200315,S08000024,,1,Planned,,82,89.5,-8.4
20200315,S08000024,,2,Planned,,116,126,-7.9
20200315,S08000024,,3,Planned,,89,121,-26.4
20200315,S08000024,,4,Planned,,86,104,-17.3
20200315,S08000024,,5,Planned,,124,122.5,1.2
20200315,S08000028,,3,Planned,,14,9.5,47.4
20200315,S08000029,,1,Planned,,38,26.5,43.4
20200315,S08000029,,2,Planned,,43,32.5,32.3
20200315,S08000029,,3,Planned,,23,28.5,-19.3
20200315,S08000029,,4,Planned,,23,21.5,7
20200315,S08000029,,5,Planned,,18,20.5,-12.2
20200315,S08000030,,1,Planned,,44,48.5,-9.3
20200315,S08000030,,2,Planned,,43,44.5,-3.4
20200315,S08000030,,3,Planned,,52,48.5,7.2
20200315,S08000030,,4,Planned,,66,65.5,0.8
20200315,S08000030,,5,Planned,,54,52,3.8
20200315,S08000031,,1,Planned,,404,494.5,-18.3
20200315,S08000031,,2,Planned,,268,288.5,-7.1
20200315,S08000031,,3,Planned,,188,231,-18.6
20200315,S08000031,,4,Planned,,168,191,-12
20200315,S08000031,,5,Planned,,222,243.5,-8.8
20200315,S08000032,,1,Planned,,69,80.5,-14.3
20200315,S08000032,,2,Planned,,57,83,-31.3
20200315,S08000032,,3,Planned,,35,46,-23.9
20200315,S08000032,,4,Planned,,35,37.5,-6.7
20200315,S08000032,,5,Planned,,21,21.5,-2.3
20200315,S92000003,d,1,Planned,,740,867.5,-14.7
20200315,S92000003,d,2,Planned,,701,788.5,-11.1
20200315,S92000003,d,3,Planned,,616,780,-21
20200315,S92000003,d,4,Planned,,589,658.5,-10.6
20200315,S92000003,d,5,Planned,,559,595.5,-6.1
20200322,S08000015,,1,Planned,,15,23.5,-36.2
20200322,S08000015,,2,Planned,,12,24,-50
20200322,S08000015,,3,Planned,,6,19,-68.4
20200322,S08000015,,5,Planned,,8,15,-46.7
20200322,S08000016,,3,Planned,,5,18,-72.2
20200322,S08000016,,4,Planned,,6,13,-53.8
20200322,S08000017,,1,Planned,,6,5,20
20200322,S08000017,,2,Planned,,15,25.5,-41.2
20200322,S08000017,,3,Planned,,22,36.5,-39.7
20200322,S08000017,,4,Planned,,17,9.5,78.9
20200322,S08000019,,1,Planned,,27,35,-22.9
20200322,S08000019,,2,Planned,,29,41.5,-30.1
20200322,S08000019,,3,Planned,,30,34,-11.8
20200322,S08000019,,4,Planned,,15,45,-66.7
20200322,S08000019,,5,Planned,,21,29,-27.6
20200322,S08000020,,1,Planned,,17,24,-29.2
20200322,S08000020,,2,Planned,,34,73,-53.4
20200322,S08000020,,3,Planned,,33,85.5,-61.4
20200322,S08000020,,4,Planned,,51,110.5,-53.8
20200322,S08000020,,5,Planned,,41,82,-50
20200322,S08000022,,1,Planned,,5,19.5,-74.4
20200322,S08000022,,2,Planned,,16,33.5,-52.2
20200322,S08000022,,3,Planned,,31,72,-56.9
20200322,S08000022,,4,Planned,,25,43.5,-42.5
20200322,S08000024,,1,Planned,,47,78,-39.7
20200322,S08000024,,2,Planned,,81,140,-42.1
20200322,S08000024,,3,Planned,,77,119.5,-35.6
20200322,S08000024,,4,Planned,,60,102.5,-41.5
20200322,S08000024,,5,Planned,,81,143,-43.4
20200322,S08000028,,2,Planned,,5,2.5,100
20200322,S08000028,,3,Planned,,7,13,-46.2
20200322,S08000029,,1,Planned,,10,25.5,-60.8
20200322,S08000029,,2,Planned,,8,28.5,-71.9
20200322,S08000029,,3,Planned,,10,25.5,-60.8
20200322,S08000029,,5,Planned,,6,25,-76
20200322,S08000030,,1,Planned,,18,47,-61.7
20200322,S08000030,,2,Planned,,42,46,-8.7
20200322,S08000030,,3,Planned,,36,50.5,-28.7
20200322,S08000030,,4,Planned,,42,62,-32.3
20200322,S08000030,,5,Planned,,17,43.5,-60.9
20200322,S08000031,,1,Planned,,284,470,-39.6
20200322,S08000031,,2,Planned,,178,274.5,-35.2
20200322,S08000031,,3,Planned,,121,235.5,-48.6
20200322,S08000031,,4,Planned,,116,217.5,-46.7
20200322,S08000031,,5,Planned,,160,207,-22.7
20200322,S08000032,,1,Planned,,47,68,-30.9
20200322,S08000032,,2,Planned,,39,56.5,-31
20200322,S08000032,,3,Planned,,23,44.5,-48.3
20200322,S08000032,,4,Planned,,18,29,-37.9
20200322,S08000032,,5,Planned,,11,26,-57.7
20200322,S92000003,d,1,Planned,,478,800,-40.2
20200322,S92000003,d,2,Planned,,461,753.5,-38.8
20200322,S92000003,d,3,Planned,,404,758,-46.7
20200322,S92000003,d,4,Planned,,358,679,-47.3
20200322,S92000003,d,5,Planned,,351,589.5,-40.5
20200329,S08000015,,1,Planned,,14,21,-33.3
20200329,S08000015,,2,Planned,,5,20.5,-75.6
20200329,S08000015,,3,Planned,,6,15.5,-61.3
20200329,S08000015,,4,Planned,,5,11.5,-56.5
20200329,S08000015,,5,Planned,,9,11.5,-21.7
20200329,S08000016,,3,Planned,,6,19,-68.4
20200329,S08000016,,4,Planned,,6,5.5,9.1
20200329,S08000017,,1,Planned,,5,5.5,-9.1
20200329,S08000017,,2,Planned,,9,25.5,-64.7
20200329,S08000017,,3,Planned,,20,36,-44.4
20200329,S08000017,,4,Planned,,6,11.5,-47.8
20200329,S08000019,,1,Planned,,20,33.5,-40.3
20200329,S08000019,,2,Planned,,17,41,-58.5
20200329,S08000019,,3,Planned,,27,44,-38.6
20200329,S08000019,,4,Planned,,9,22.5,-60
20200329,S08000019,,5,Planned,,8,34,-76.5
20200329,S08000020,,1,Planned,,10,24.5,-59.2
20200329,S08000020,,2,Planned,,13,63,-79.4
20200329,S08000020,,3,Planned,,35,94,-62.8
20200329,S08000020,,4,Planned,,30,114,-73.7
20200329,S08000020,,5,Planned,,32,91.5,-65
20200329,S08000022,,1,Planned,,9,17.5,-48.6
20200329,S08000022,,2,Planned,,20,39,-48.7
20200329,S08000022,,3,Planned,,28,72,-61.1
20200329,S08000022,,4,Planned,,20,54.5,-63.3
20200329,S08000024,,1,Planned,,40,82,-51.2
20200329,S08000024,,2,Planned,,53,122.5,-56.7
20200329,S08000024,,3,Planned,,49,102,-52
20200329,S08000024,,4,Planned,,44,101.5,-56.7
20200329,S08000024,,5,Planned,,64,124.5,-48.6
20200329,S08000028,,3,Planned,,13,7.5,73.3
20200329,S08000029,,1,Planned,,8,28,-71.4
20200329,S08000029,,2,Planned,,17,24,-29.2
20200329,S08000029,,3,Planned,,9,24.5,-63.3
20200329,S08000029,,4,Planned,,5,16.5,-69.7
20200329,S08000029,,5,Planned,,8,21.5,-62.8
20200329,S08000030,,1,Planned,,14,55,-74.5
20200329,S08000030,,2,Planned,,12,50,-76
20200329,S08000030,,3,Planned,,13,37.5,-65.3
20200329,S08000030,,4,Planned,,24,65.5,-63.4
20200329,S08000030,,5,Planned,,22,55,-60
20200329,S08000031,,1,Planned,,162,459,-64.7
20200329,S08000031,,2,Planned,,96,279.5,-65.7
20200329,S08000031,,3,Planned,,92,222,-58.6
20200329,S08000031,,4,Planned,,81,190,-57.4
20200329,S08000031,,5,Planned,,86,215.5,-60.1
20200329,S08000032,,1,Planned,,38,73,-47.9
20200329,S08000032,,2,Planned,,22,64,-65.6
20200329,S08000032,,3,Planned,,16,36.5,-56.2
20200329,S08000032,,4,Planned,,15,38.5,-61
20200329,S08000032,,5,Planned,,9,24,-62.5
20200329,S92000003,d,1,Planned,,322,801.5,-59.8
20200329,S92000003,d,2,Planned,,268,742.5,-63.9
20200329,S92000003,d,3,Planned,,315,712.5,-55.8
20200329,S92000003,d,4,Planned,,252,639.5,-60.6
20200329,S92000003,d,5,Planned,,246,594.5,-58.6
20200405,S08000015,,1,Planned,,7,17,-58.8
20200405,S08000015,,3,Planned,,7,18,-61.1
20200405,S08000015,,5,Planned,,5,9.5,-47.4
20200405,S08000016,,3,Planned,,6,16.5,-63.6
20200405,S08000016,,4,Planned,,7,11,-36.4
20200405,S08000017,,2,Planned,,8,23,-65.2
20200405,S08000017,,3,Planned,,13,26.5,-50.9
20200405,S08000017,,4,Planned,,6,11.5,-47.8
20200405,S08000019,,1,Planned,,10,50.5,-80.2
20200405,S08000019,,2,Planned,,14,53.5,-73.8
20200405,S08000019,,3,Planned,,19,39.5,-51.9
20200405,S08000019,,4,Planned,,9,41,-78
20200405,S08000019,,5,Planned,,11,31.5,-65.1
20200405,S08000020,,1,Planned,,5,30,-83.3
20200405,S08000020,,2,Planned,,7,74.5,-90.6
20200405,S08000020,,3,Planned,,24,86,-72.1
20200405,S08000020,,4,Planned,,24,102.5,-76.6
20200405,S08000020,,5,Planned,,21,86.5,-75.7
20200405,S08000022,,1,Planned,,5,18.5,-73
20200405,S08000022,,2,Planned,,14,34.5,-59.4
20200405,S08000022,,3,Planned,,33,74.5,-55.7
20200405,S08000022,,4,Planned,,21,42,-50
20200405,S08000024,,1,Planned,,18,97,-81.4
20200405,S08000024,,2,Planned,,52,131.5,-60.5
20200405,S08000024,,3,Planned,,37,90,-58.9
20200405,S08000024,,4,Planned,,34,100,-66
20200405,S08000024,,5,Planned,,52,118,-55.9
20200405,S08000028,,3,Planned,,12,11,9.1
20200405,S08000029,,1,Planned,,16,28.5,-43.9
20200405,S08000029,,2,Planned,,19,28,-32.1
20200405,S08000029,,3,Planned,,12,28.5,-57.9
20200405,S08000029,,4,Planned,,12,26.5,-54.7
20200405,S08000029,,5,Planned,,6,17,-64.7
20200405,S08000030,,1,Planned,,16,42.5,-62.4
20200405,S08000030,,2,Planned,,8,40,-80
20200405,S08000030,,3,Planned,,18,44.5,-59.6
20200405,S08000030,,4,Planned,,19,50,-62
20200405,S08000030,,5,Planned,,11,45,-75.6
20200405,S08000031,,1,Planned,,154,451.5,-65.9
20200405,S08000031,,2,Planned,,92,241.5,-61.9
20200405,S08000031,,3,Planned,,76,198,-61.6
20200405,S08000031,,4,Planned,,63,181.5,-65.3
20200405,S08000031,,5,Planned,,69,191,-63.9
20200405,S08000032,,1,Planned,,34,62,-45.2
20200405,S08000032,,2,Planned,,20,52,-61.5
20200405,S08000032,,3,Planned,,14,27,-48.1
20200405,S08000032,,4,Planned,,13,33.5,-61.2
20200405,S92000003,d,1,Planned,,268,806,-66.7
20200405,S92000003,d,2,Planned,,241,713,-66.2
20200405,S92000003,d,3,Planned,,272,662.5,-58.9
20200405,S92000003,d,4,Planned,,211,614.5,-65.7
20200405,S92000003,d,5,Planned,,184,537,-65.7
20200412,S08000015,,1,Planned,,5,23,-78.3
20200412,S08000016,,4,Planned,,5,7,-28.6
20200412,S08000017,,2,Planned,,11,21,-47.6
20200412,S08000017,,3,Planned,,21,27.5,-23.6
20200412,S08000017,,4,Planned,,10,14.5,-31
20200412,S08000019,,1,Planned,,12,48,-75
20200412,S08000019,,2,Planned,,18,54.5,-67
20200412,S08000019,,3,Planned,,14,41,-65.9
20200412,S08000019,,4,Planned,,9,51,-82.4
20200412,S08000019,,5,Planned,,11,34.5,-68.1
20200412,S08000020,,2,Planned,,14,69.5,-79.9
20200412,S08000020,,3,Planned,,13,83.5,-84.4
20200412,S08000020,,4,Planned,,17,110,-84.5
20200412,S08000020,,5,Planned,,18,85,-78.8
20200412,S08000022,,2,Planned,,12,42,-71.4
20200412,S08000022,,3,Planned,,17,89.5,-81
20200412,S08000022,,4,Planned,,13,52,-75
20200412,S08000024,,1,Planned,,17,91,-81.3
20200412,S08000024,,2,Planned,,38,131.5,-71.1
20200412,S08000024,,3,Planned,,35,106.5,-67.1
20200412,S08000024,,4,Planned,,25,103.5,-75.8
20200412,S08000024,,5,Planned,,43,139,-69.1
20200412,S08000028,,3,Planned,,5,6.5,-23.1
20200412,S08000029,,1,Planned,,9,26.5,-66
20200412,S08000029,,2,Planned,,12,31.5,-61.9
20200412,S08000029,,3,Planned,,9,23,-60.9
20200412,S08000029,,4,Planned,,6,23.5,-74.5
20200412,S08000029,,5,Planned,,12,16.5,-27.3
20200412,S08000030,,1,Planned,,11,46,-76.1
20200412,S08000030,,2,Planned,,12,34,-64.7
20200412,S08000030,,3,Planned,,10,37.5,-73.3
20200412,S08000030,,4,Planned,,25,51,-51
20200412,S08000030,,5,Planned,,13,33.5,-61.2
20200412,S08000031,,1,Planned,,138,433.5,-68.2
20200412,S08000031,,2,Planned,,71,255,-72.2
20200412,S08000031,,3,Planned,,65,193,-66.3
20200412,S08000031,,4,Planned,,62,170,-63.5
20200412,S08000031,,5,Planned,,65,220.5,-70.5
20200412,S08000032,,1,Planned,,34,68,-50
20200412,S08000032,,2,Planned,,17,55.5,-69.4
20200412,S08000032,,3,Planned,,15,32.5,-53.8
20200412,S08000032,,4,Planned,,15,35,-57.1
20200412,S08000032,,5,Planned,,7,25,-72
20200412,S92000003,d,1,Planned,,236,794,-70.3
20200412,S92000003,d,2,Planned,,212,731.5,-71
20200412,S92000003,d,3,Planned,,210,677,-69
20200412,S92000003,d,4,Planned,,191,639,-70.1
20200412,S92000003,d,5,Planned,,176,588,-70.1
20200419,S08000015,,2,Planned,,5,26.5,-81.1
20200419,S08000015,,3,Planned,,9,10.5,-14.3
20200419,S08000015,,4,Planned,,5,11.5,-56.5
20200419,S08000017,,1,Planned,,5,10,-50
20200419,S08000017,,2,Planned,,10,24,-58.3
20200419,S08000017,,3,Planned,,15,39,-61.5
20200419,S08000017,,4,Planned,,5,15,-66.7
20200419,S08000019,,1,Planned,,10,41.5,-75.9
20200419,S08000019,,3,Planned,,10,54.5,-81.7
20200419,S08000019,,4,Planned,,5,32.5,-84.6
20200419,S08000019,,5,Planned,,6,35,-82.9
20200419,S08000020,,1,Planned,,6,28,-78.6
20200419,S08000020,,2,Planned,,7,55,-87.3
20200419,S08000020,,3,Planned,,11,95.5,-88.5
20200419,S08000020,,4,Planned,,19,119,-84
20200419,S08000020,,5,Planned,,13,84,-84.5
20200419,S08000022,,1,Planned,,9,18,-50
20200419,S08000022,,2,Planned,,5,33.5,-85.1
20200419,S08000022,,3,Planned,,16,70.5,-77.3
20200419,S08000022,,4,Planned,,16,53.5,-70.1
20200419,S08000024,,1,Planned,,21,71.5,-70.6
20200419,S08000024,,2,Planned,,27,119.5,-77.4
20200419,S08000024,,3,Planned,,39,115,-66.1
20200419,S08000024,,4,Planned,,28,94,-70.2
20200419,S08000024,,5,Planned,,40,127,-68.5
20200419,S08000029,,1,Planned,,5,28,-82.1
20200419,S08000029,,2,Planned,,18,21.5,-16.3
20200419,S08000029,,3,Planned,,6,21,-71.4
20200419,S08000029,,4,Planned,,5,18.5,-73
20200419,S08000030,,1,Planned,,12,53.5,-77.6
20200419,S08000030,,2,Planned,,10,55,-81.8
20200419,S08000030,,3,Planned,,14,62,-77.4
20200419,S08000030,,4,Planned,,18,79,-77.2
20200419,S08000030,,5,Planned,,9,59,-84.7
20200419,S08000031,,1,Planned,,152,470.5,-67.7
20200419,S08000031,,2,Planned,,73,276,-73.6
20200419,S08000031,,3,Planned,,64,215.5,-70.3
20200419,S08000031,,4,Planned,,54,201,-73.1
20200419,S08000031,,5,Planned,,55,200,-72.5
20200419,S08000032,,1,Planned,,30,83.5,-64.1
20200419,S08000032,,2,Planned,,29,68.5,-57.7
20200419,S08000032,,3,Planned,,14,42,-66.7
20200419,S08000032,,4,Planned,,11,45.5,-75.8
20200419,S08000032,,5,Planned,,7,23.5,-70.2
20200419,S92000003,d,1,Planned,,253,830,-69.5
20200419,S92000003,d,2,Planned,,190,740.5,-74.3
20200419,S92000003,d,3,Planned,,205,762,-73.1
20200419,S92000003,d,4,Planned,,170,687,-75.3
20200419,S92000003,d,5,Planned,,143,569,-74.9
20200426,S08000015,,1,Planned,,7,31,-77.4
20200426,S08000015,,3,Planned,,5,18,-72.2
20200426,S08000016,,3,Planned,,10,15,-33.3
20200426,S08000016,,4,Planned,,9,12,-25
20200426,S08000017,,2,Planned,,9,21.5,-58.1
20200426,S08000017,,3,Planned,,19,33,-42.4
20200426,S08000019,,1,Planned,,18,47.5,-62.1
20200426,S08000019,,2,Planned,,17,62,-72.6
20200426,S08000019,,3,Planned,,16,49,-67.3
20200426,S08000019,,4,Planned,,14,36,-61.1
20200426,S08000019,,5,Planned,,11,46.5,-76.3
20200426,S08000020,,2,Planned,,13,74,-82.4
20200426,S08000020,,3,Planned,,22,95,-76.8
20200426,S08000020,,4,Planned,,26,110,-76.4
20200426,S08000020,,5,Planned,,10,86,-88.4
20200426,S08000022,,1,Planned,,8,19,-57.9
20200426,S08000022,,2,Planned,,18,36,-50
20200426,S08000022,,3,Planned,,23,71,-67.6
20200426,S08000022,,4,Planned,,17,55,-69.1
20200426,S08000024,,1,Planned,,26,82,-68.3
20200426,S08000024,,2,Planned,,46,133,-65.4
20200426,S08000024,,3,Planned,,40,99.5,-59.8
20200426,S08000024,,4,Planned,,40,103,-61.2
20200426,S08000024,,5,Planned,,49,138.5,-64.6
20200426,S08000029,,1,Planned,,5,31.5,-84.1
20200426,S08000029,,2,Planned,,12,20.5,-41.5
20200426,S08000029,,3,Planned,,6,25,-76
20200426,S08000029,,4,Planned,,5,23.5,-78.7
20200426,S08000029,,5,Planned,,9,17,-47.1
20200426,S08000030,,1,Planned,,12,52,-76.9
20200426,S08000030,,2,Planned,,16,56.5,-71.7
20200426,S08000030,,3,Planned,,9,54,-83.3
20200426,S08000030,,4,Planned,,18,90,-80
20200426,S08000030,,5,Planned,,16,54,-70.4
20200426,S08000031,,1,Planned,,134,452.5,-70.4
20200426,S08000031,,2,Planned,,88,288,-69.4
20200426,S08000031,,3,Planned,,65,229.5,-71.7
20200426,S08000031,,4,Planned,,51,208.5,-75.5
20200426,S08000031,,5,Planned,,53,207.5,-74.5
20200426,S08000032,,1,Planned,,31,68.5,-54.7
20200426,S08000032,,2,Planned,,31,66.5,-53.4
20200426,S08000032,,3,Planned,,19,40,-52.5
20200426,S08000032,,4,Planned,,14,45,-68.9
20200426,S08000032,,5,Planned,,9,22.5,-60
20200426,S92000003,d,1,Planned,,248,815.5,-69.6
20200426,S92000003,d,2,Planned,,257,790,-67.5
20200426,S92000003,d,3,Planned,,239,743,-67.8
20200426,S92000003,d,4,Planned,,202,719.5,-71.9
20200426,S92000003,d,5,Planned,,165,611.5,-73
